name,species,heat,region,origin,min_shu,max_shu,min_jrp,max_jrp,link,source_name
Chilhuacle,,,,,100.0,500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Corbaci,,,,,100.0,500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Criollo,,,,,100.0,500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Feher Ozon Paprika,,,,,100.0,500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Frutka,,,,,100.0,500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Georgescu Chocolate,,,,,100.0,500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Guajilla de Zihutenejo,,,,,100.0,500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Karlo,,,,,100.0,500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Keystone Giant,,,,,100.0,500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
NuMex Sunburst,,,,,100.0,500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Pepperoncini,,,,,100.0,500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
NuMex Eclipse,,,,,300.0,500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Sonora,,,,,300.0,600,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Holy Mole,,,,,400.0,700,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
NuMex Suave Orange,,,,,500.0,850,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
NuMex Suave Red,,,,,500.0,850,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
El-Paso,,,,,500.0,700,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Santa Fe Grande,,,,,500.0,750,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Cubanelle,,,,,300.0,1000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Agua Blanca,,,,,500.0,1000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
NuMex R Naky,,,,,500.0,1000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Ametista,,,,,500.0,1000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Beaver Dam,,,,,500.0,1000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Bedgi,,,,,500.0,1000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Biquinho,,,,,500.0,1000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Brinco de Princesa,,,,,500.0,1000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Calistan,,,,,500.0,1000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Escabeche,,,,,500.0,1000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Gana Redonda,,,,,500.0,1000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
NuMex Sunflare,,,,,500.0,1000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
NuMex Sunglo,,,,,500.0,1000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
NuMex Sunrise,,,,,500.0,1000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
NuMex Twilight,,,,,800.0,1000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Peppadew,,,,,900.0,1200,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Romanian Hot,,,,,800.0,1400,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Georgia Flame,,,,,1000.0,1500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Achar,,,,,1000.0,1500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Aji Panca,,,,,1000.0,1500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Almapaprika,,,,,1000.0,1500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Dedo de Moca,,,,,1000.0,1500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Mulato Isleño,,,,,1000.0,1500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
TAM Mild Jalapeno,,,,,1000.0,1500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Poblano,,,,,500.0,2000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Espanola,,,,,1000.0,2000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Ancho,,,,,1000.0,2000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Mulato,,,,,1000.0,2000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Pasilla,,,,,1000.0,2000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
NuMex Española,,,,,1500.0,2000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Anaheim,,,,,500.0,2500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Sandia,,,,,500.0,2500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Cascabel,,,,,1000.0,2500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Poinsettia,,,,,1300.0,2500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Aji Andina,,,,,1000.0,2500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Aji Benito,,,,,1000.0,2500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Alcalde,,,,,1300.0,2500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Ammazzo,,,,,1300.0,2500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Calabria,,,,,1300.0,2500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
NuMex Big Jim,,,,,1500.0,2500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Rocotillo,,,,,1500.0,2500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Peter,annuum,low-medium,,,1500.0,2500,,,http://ushotstuff.com/pepper-seeds/PeterPepperSeeds.htm,Uncle Steve's Hot Stuff
Pulla,,,,,700.0,3000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Puya,,,,,900.0,3000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Merah,,,,,2000.0,3200,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
NuMex Joe E. Parker,,,,,1500.0,3500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Espelette,,,,,1200.0,4000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Cascabella,,,,,1500.0,4000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
San Ardo,,,,,1500.0,4000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Big Jim Heritage,,,,,2000.0,4000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Brazilian Starfish,,,,,2000.0,4000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Espanola Improved,,,,,2000.0,4000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Dhamraj,,,,,3500.0,4300,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Caloro,,,,,1000.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Cyklon,,,,,1000.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Nosegay,,,,,1000.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
NuMex Centennial,,,,,1000.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Pimientos de Padrón,,,,,1000.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Bulgarian Carrot,,,,,2000.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
NuMex Primavera,,,,,2000.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Ubatuba Cambuci,,,,,2000.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Atomic Heart,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Azr,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Baccio di Satana,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Bermuda,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Bouquet,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Cenoura Búlgara,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Cereja,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Chilaca,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Chilcostle,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Chile de Cuscutlan,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Chintexle,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Cochabamba,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Cochiti,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Costeño,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Costeño Amarillo,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Dhanraj,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Equador Roxa,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Floral Gem,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Fogo Explosivo,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Fresno Supreme,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Goan,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Golden Nugget,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Guajillo,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Gulbarga,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Guntur,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Hari Mirch,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Hidalgo,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Huachinango,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Huasteco,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Huatulco Puntado,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Inca,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Inchanga,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Isleta,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Jemes,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Kalia,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Kerinting,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Kori Sitakame,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Mirasol,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
NuMex Rio Grande,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Volcano,,,,,2500.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Goat Horn,,,,,3000.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
NM 6-4 Heritage,,,,,3000.0,5000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Chimayo,,,,,4000.0,6000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Hatch Green,,,,,5000.0,6000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Barker's Hot,,,,,500.0,7000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Chipotle,,,,,5000.0,8000,,,http://ushotstuff.com/Cpages/ChipotleChilePowder.htm,Uncle Steve's Hot Stuff
Fresno,,,,,2500.0,8500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Long Thick Cayenne,,,,,6000.0,8500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Jalapeño,,,,,2500.0,8000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Pretty Purple,,,,,4000.0,8000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Purple Tiger 'Trifetti',,,,,4000.0,9000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Hot Wax,,,,,5000.0,9000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Sandia Hot,,,,,7000.0,9000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Earbob,,,,,3000.0,10000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Hungarian Hot Wax,,,,,5000.0,10000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
NuMex Sandia,,,,,5000.0,10000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Kung Pao,,,,,8000.0,10000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Lumbre Hot,,,,,9000.0,10000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Chili Maya,,,,,8000.0,11000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Abbraccio,,,,,5000.0,15000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Afegã Curta,,,,,5000.0,15000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Aji Cobincho,,,,,5000.0,15000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Balãozinho,,,,,5000.0,15000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Bishop's Crown,,,,,5000.0,15000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Cseresznye Paprika,,,,,5000.0,15000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Dutch Red,,,,,5000.0,15000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Estrela-do-Mar,,,,,5000.0,15000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Israeli Hot,,,,,5000.0,15000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Jarales,,,,,5000.0,15000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Aji Bento,,,,,9000.0,15500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Hidalgo,,,,,6000.0,17000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Aji Escabeche,,,,,12000.0,17000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Serrano,,,,,8000.0,22000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Tears Of Fire,,,,,19000.0,23600,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Peruvian Purple,,,,,15000.0,25000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Tian Ying,,,,,18000.0,25000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Gambia,,,,,18000.0,26500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Stumpy,,,,,10000.0,27000,,,"<td align=""center"" width=""75"">
</td>",Uncle Steve's Hot Stuff
Bolivian Rainbow,annuum,hot,,,10000.0,28000,,,http://ushotstuff.com/pepper-seeds/BolivianRainbowSeeds.htm,Uncle Steve's Hot Stuff
Punjab,,,,,21000.0,29500,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Cabai Burong,,,,,5000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Cabai Merah Besar,,,,,5000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Fish Pepper,,,,,5000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Holiday Cheer,,,,,5000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Hot Portugal,,,,,5000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Inca Red Drop,,,,,5000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
New Delhi Long,,,,,5000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Onza Red,,,,,5000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Onza Yellow,,,,,5000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Orozco,,,,,5000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Royal Black,,,,,5000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Black Prince,,,,,10000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Takanotsume,,,,,10000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Manzano,,,,,12000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Shipkas,,,,,12000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Abchazskij Ostruyi,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Afega Longa,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Aji Carmine,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Aji Criolla Sella,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Assam,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Ata Barukono,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Australian Latern,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Berbere,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Beslers Cherry,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Bode Amarela,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Bombilla Amarilla,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Bonanza Brasileira,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Bubba,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Caballero,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Chao Tian Jiao,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Cheyenne,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Chi Chien,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Chile Inayague,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Chile Maya,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Chile Pepe,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Chilito de Simojovel,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Chinchi Uchu,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Chivato,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
De Arbol,annuum,medium-hot,,,15000.0,30000,,,http://ushotstuff.com/pepper-seeds/DeArbolSeeds.htm,Uncle Steve's Hot Stuff
Dedo de Bahamas,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Erva de Bode,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Gâmbia Vermelha,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Golden Heat,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Hahony Kacho,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Havaiana,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Inca Glow,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Inca Laranja,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Kim Chi,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
NuMex Barker's Hot,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Pimenta de Bode,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Serrano Tampiqueño,,,,,15000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Black Pearl,,,,,20000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Chupetinho,,,,,20000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Little Elf,,,,,20000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Jwala,,,,,20000.0,30000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Dundicut,,,,,20000.0,40000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Beni Highland,,,,,31500.0,42600,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Jaloro,,,,,30000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Aji,baccatuum,hot,,,30000.0,50000,,,http://ushotstuff.com/pepper-seeds/AjiHabaneroSeeds.htm,Uncle Steve's Hot Stuff
NuMex Luci Fairy,,,,,30000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Aci Sivri,,,,,30000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Akabare,,,,,30000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Aurora,,,,,30000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Bonney,,,,,30000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Jaloro,,,,,30000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Aji,baccatuum,hot,,,30000.0,50000,,,http://ushotstuff.com/pepper-seeds/AjiHabaneroSeeds.htm,Uncle Steve's Hot Stuff
Coban,,,,,30000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Cumari,,,,,30000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Demre,,,,,30000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Desi Teekhi,,,,,30000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Dhani,,,,,30000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Dieng Plateau,,,,,30000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Diente de Perro,,,,,30000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Dong Xuan,,,,,30000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Dunso,,,,,30000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Etna,,,,,30000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Faria,,,,,30000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Guarani,,,,,30000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Hermosillo,,,,,30000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
DKurnool,,,,,30000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Maras Biber,,,,,30000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Purple Prince,,,,,30000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Lemon Drop,,,,,30000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Tabasco,,,,,30000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Cayenne,,,,,30000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Fiji,,,,,30000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Filius Blue,,,,,30000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
